Time/Iteration, TempCalcIterTime(ns), ColorCalcIterTime(ns), TempCalcIterBest(ns), ColorCalcIterBest(ns), TempCalcIterWorst(ns), ColorCalcIterWorst(ns), TempCalcIterAvg(ns), ColorCalcIterAvg(ns)
708,334800,14837500,267500,11347300,1223000,36511100,329085.8768006847,15562307.78202793
709,303700,16660200,267500,11347300,1223000,36511100,316392.93840034236,16111253.891013965
710,299000,15405500,267500,11347300,1223000,36511100,307696.4692001712,15758376.945506983
711,315600,14663100,267500,11347300,1223000,36511100,311648.2346000856,15210738.472753491
712,329900,17070300,267500,11347300,1223000,36511100,320774.11730004277,16140519.236376746
713,344700,17891400,267500,11347300,1223000,36511100,332737.0586500214,17015959.618188374
714,396400,13740800,267500,11347300,1223000,36511100,364568.5293250107,15378379.809094187
715,354500,18963500,267500,11347300,1223000,36511100,359534.26466250536,17170939.904547095
716,368100,17440600,267500,11347300,1223000,36511100,363817.1323312527,17305769.952273548
717,572800,17117600,267500,11347300,1223000,36511100,468308.56616562634,17211684.976136774
718,547700,18269800,267500,11347300,1223000,36511100,508004.28308281314,17740742.488068387
719,525200,16853700,267500,11347300,1223000,36511100,516602.14154140657,17297221.244034193
720,491400,20846900,267500,11347300,1223000,36511100,504001.07077070326,19072060.622017097
721,828900,19365600,267500,11347300,1223000,36511100,666450.5353853516,19218830.31100855
722,386100,16776800,267500,11347300,1223000,36511100,526275.2676926758,17997815.155504275
723,370200,16811500,267500,11347300,1223000,36511100,448237.6338463379,17404657.577752136
724,381900,18532900,267500,11347300,1223000,36511100,415068.81692316895,17968778.788876068
725,341100,17510700,267500,11347300,1223000,36511100,378084.4084615845,17739739.394438036
726,358700,20528000,267500,11347300,1223000,36511100,368392.20423079224,19133869.697219018
727,348300,16149300,267500,11347300,1223000,36511100,358346.1021153961,17641584.848609507
728,349900,17118700,267500,11347300,1223000,36511100,354123.0510576981,17380142.424304754
729,329600,17902300,267500,11347300,1223000,36511100,341861.52552884904,17641221.212152377
730,335400,16927300,267500,11347300,1223000,36511100,338630.76276442455,17284260.60607619
731,319500,16400200,267500,11347300,1223000,36511100,329065.3813822123,16842230.303038094
732,363400,15786300,267500,11347300,1223000,36511100,346232.69069110614,16314265.151519047
733,347600,15676600,267500,11347300,1223000,36511100,346916.34534555307,15995432.575759523
734,437100,16552500,267500,11347300,1223000,36511100,392008.1726727765,16273966.287879761
735,390400,15035400,267500,11347300,1223000,36511100,391204.08633638825,15654683.14393988
736,336900,14755100,267500,11347300,1223000,36511100,364052.0431681941,15204891.571969941
737,341400,14778300,267500,11347300,1223000,36511100,352726.02158409706,14991595.78598497
738,321400,14614500,267500,11347300,1223000,36511100,337063.01079204853,14803047.892992485
739,311000,15019000,267500,11347300,1223000,36511100,324031.50539602427,14911023.946496243
740,323200,14868500,267500,11347300,1223000,36511100,323615.75269801216,14889761.97324812
741,333000,14402000,267500,11347300,1223000,36511100,328307.8763490061,14645880.98662406
742,317300,14119100,267500,11347300,1223000,36511100,322803.93817450304,14382490.493312031
743,297000,14120700,267500,11347300,1223000,36511100,309901.9690872515,14251595.246656016
744,476700,14343000,267500,11347300,1223000,36511100,393300.98454362573,14297297.623328008
745,331200,12398500,267500,11347300,1223000,36511100,362250.49227181287,13347898.811664004
746,315800,12254000,267500,11347300,1223000,36511100,339025.24613590643,12800949.405832002
747,338700,12366400,267500,11347300,1223000,36511100,338862.6230679532,12583674.702916
748,391200,12267300,267500,11347300,1223000,36511100,365031.3115339766,12425487.351458
749,326600,15712200,267500,11347300,1223000,36511100,345815.6557669883,14068843.675729
750,535900,19639500,267500,11347300,1223000,36511100,440857.82788349414,16854171.8378645
751,354600,15976300,267500,11347300,1223000,36511100,397728.91394174704,16415235.91893225
752,348600,16224200,267500,11347300,1223000,36511100,373164.4569708735,16319717.959466126
753,459500,16236800,267500,11347300,1223000,36511100,416332.22848543676,16278258.979733063
754,345700,16000900,267500,11347300,1223000,36511100,381016.1142427184,16139579.489866532
755,329000,15112900,267500,11347300,1223000,36511100,355008.05712135916,15626239.744933266
756,358100,15133300,267500,11347300,1223000,36511100,356554.0285606796,15379769.872466633
757,383900,17243800,267500,11347300,1223000,36511100,370227.0142803398,16311784.936233316
758,437100,16647800,267500,11347300,1223000,36511100,403663.5071401699,16479792.468116658
759,350500,13452300,267500,11347300,1223000,36511100,377081.7535700849,14966046.234058328
760,481400,23373400,267500,11347300,1223000,36511100,429240.87678504246,19169723.117029164
761,424800,21648800,267500,11347300,1223000,36511100,427020.43839252123,20409261.55851458
762,454400,21174200,267500,11347300,1223000,36511100,440710.2191962606,20791730.77925729
763,803100,18932400,267500,11347300,1223000,36511100,621905.1095981303,19862065.389628645
764,400900,16259500,267500,11347300,1223000,36511100,511402.55479906517,18060782.694814324
765,449500,15533000,267500,11347300,1223000,36511100,480451.2773995326,16796891.347407162
766,537700,19329100,267500,11347300,1223000,36511100,509075.6386997663,18062995.67370358
767,790200,18745600,267500,11347300,1223000,36511100,649637.8193498831,18404297.83685179
768,377800,15691000,267500,11347300,1223000,36511100,513718.90967494156,17047648.918425895
769,386300,15193100,267500,11347300,1223000,36511100,450009.4548374708,16120374.459212948
770,345000,14680100,267500,11347300,1223000,36511100,397504.7274187354,15400237.229606474
771,372700,13863900,267500,11347300,1223000,36511100,385102.3637093677,14632068.614803236
772,424800,16943100,267500,11347300,1223000,36511100,404951.18185468385,15787584.307401618
773,342900,16416000,267500,11347300,1223000,36511100,373925.59092734195,16101792.15370081
774,356900,17430400,267500,11347300,1223000,36511100,365412.795463671,16766096.076850405
775,359400,17478100,267500,11347300,1223000,36511100,362406.3977318355,17122098.038425203
776,345000,18103100,267500,11347300,1223000,36511100,353703.19886591774,17612599.019212604
777,317700,17715100,267500,11347300,1223000,36511100,335701.5994329589,17663849.5096063
778,337800,15955400,267500,11347300,1223000,36511100,336750.79971647944,16809624.75480315
779,319800,15859400,267500,11347300,1223000,36511100,328275.3998582397,16334512.377401575
780,370100,16803100,267500,11347300,1223000,36511100,349187.69992911984,16568806.188700788
781,314000,18846400,267500,11347300,1223000,36511100,331593.8499645599,17707603.094350394
782,335600,17020200,267500,11347300,1223000,36511100,333596.92498227995,17363901.5471752
783,345900,17372800,267500,11347300,1223000,36511100,339748.46249114,17368350.7735876
784,346700,16485700,267500,11347300,1223000,36511100,343224.23124557,16927025.3867938
785,341800,18422500,267500,11347300,1223000,36511100,342512.115622785,17674762.6933969
786,356900,15782100,267500,11347300,1223000,36511100,349706.0578113925,16728431.34669845
787,338500,15840600,267500,11347300,1223000,36511100,344103.02890569624,16284515.673349224
788,308300,15559900,267500,11347300,1223000,36511100,326201.5144528481,15922207.836674612
789,342100,15375900,267500,11347300,1223000,36511100,334150.75722642406,15649053.918337306
790,342100,17870400,267500,11347300,1223000,36511100,338125.37861321203,16759726.959168654
791,339700,15352300,267500,11347300,1223000,36511100,338912.689306606,16056013.479584327
792,321000,15465600,267500,11347300,1223000,36511100,329956.34465330304,15760806.739792164
793,349100,17054000,267500,11347300,1223000,36511100,339528.1723266515,16407403.369896082
794,338100,17168500,267500,11347300,1223000,36511100,338814.08616332576,16787951.684948042
795,415000,16276200,267500,11347300,1223000,36511100,376907.04308166285,16532075.842474021
796,359100,15467300,267500,11347300,1223000,36511100,368003.5215408314,15999687.92123701
797,340300,16197300,267500,11347300,1223000,36511100,354151.7607704157,16098493.960618505
798,522900,16183100,267500,11347300,1223000,36511100,438525.8803852078,16140796.980309252
799,481000,15206100,267500,11347300,1223000,36511100,459762.9401926039,15673448.490154626
800,353800,14547200,267500,11347300,1223000,36511100,406781.470096302,15110324.245077312
801,321500,14405600,267500,11347300,1223000,36511100,364140.735048151,14757962.122538656
802,328800,14318000,267500,11347300,1223000,36511100,346470.3675240755,14537981.061269328
803,341800,14205200,267500,11347300,1223000,36511100,344135.1837620378,14371590.530634664
804,327300,14458200,267500,11347300,1223000,36511100,335717.5918810189,14414895.265317332
805,330200,14220100,267500,11347300,1223000,36511100,332958.7959405094,14317497.632658666
806,344000,17237700,267500,11347300,1223000,36511100,338479.3979702547,15777598.816329334
807,318300,16234900,267500,11347300,1223000,36511100,328389.6989851274,16006249.408164667
808,341400,14816900,267500,11347300,1223000,36511100,334894.8494925637,15411574.704082333
809,346700,14637100,267500,11347300,1223000,36511100,340797.4247462818,15024337.352041166
810,347000,13778300,267500,11347300,1223000,36511100,343898.7123731409,14401318.676020583
811,345200,14732400,267500,11347300,1223000,36511100,344549.3561865705,14566859.338010293
812,473300,14831200,267500,11347300,1223000,36511100,408924.67809328524,14699029.669005146
813,323700,13648200,267500,11347300,1223000,36511100,366312.33904664265,14173614.834502574
814,309000,14592300,267500,11347300,1223000,36511100,337656.1695233213,14382957.417251287
815,319400,14106800,267500,11347300,1223000,36511100,328528.08476166066,14244878.708625644
816,316700,14209100,267500,11347300,1223000,36511100,322614.04238083033,14226989.354312822
817,314300,14924700,267500,11347300,1223000,36511100,318457.02119041514,14575844.677156411
818,323900,14325900,267500,11347300,1223000,36511100,321178.51059520757,14450872.338578206
819,306000,15182900,267500,11347300,1223000,36511100,313589.2552976038,14816886.169289103
820,319300,17432000,267500,11347300,1223000,36511100,316444.6276488019,16124443.084644552
821,315200,15964700,267500,11347300,1223000,36511100,315822.31382440095,16044571.542322276
822,327700,13601200,267500,11347300,1223000,36511100,321761.1569122005,14822885.771161139
823,297100,15014500,267500,11347300,1223000,36511100,309430.57845610025,14918692.88558057
824,307100,14963700,267500,11347300,1223000,36511100,308265.28922805015,14941196.442790285
825,495300,15915300,267500,11347300,1223000,36511100,401782.6446140251,15428248.221395142
826,332900,15174200,267500,11347300,1223000,36511100,367341.3223070125,15301224.110697571
827,338400,15737900,267500,11347300,1223000,36511100,352870.66115350625,15519562.055348786
828,314700,14955800,267500,11347300,1223000,36511100,333785.3305767531,15237681.027674392
829,322800,14889200,267500,11347300,1223000,36511100,328292.66528837656,15063440.513837196
830,303300,16323800,267500,11347300,1223000,36511100,315796.3326441883,15693620.256918598
831,348500,15417400,267500,11347300,1223000,36511100,332148.16632209416,15555510.128459299
832,330800,15503000,267500,11347300,1223000,36511100,331474.0831610471,15529255.064229649
833,309800,15176200,267500,11347300,1223000,36511100,320637.04158052354,15352727.532114824
834,319100,15524200,267500,11347300,1223000,36511100,319868.5207902618,15438463.766057413
835,350200,15760500,267500,11347300,1223000,36511100,335034.2603951309,15599481.883028707
836,335200,14676800,267500,11347300,1223000,36511100,335117.1301975654,15138140.941514354
837,304300,15687500,267500,11347300,1223000,36511100,319708.5650987827,15412820.470757177
838,308100,15745700,267500,11347300,1223000,36511100,313904.2825493914,15579260.23537859
839,318700,13724500,267500,11347300,1223000,36511100,316302.1412746957,14651880.117689295
840,302800,14380200,267500,11347300,1223000,36511100,309551.0706373479,14516040.058844648
841,339900,14877200,267500,11347300,1223000,36511100,324725.53531867394,14696620.029422324
842,301600,16137400,267500,11347300,1223000,36511100,313162.76765933697,15417010.014711162
843,310500,16340700,267500,11347300,1223000,36511100,311831.3838296685,15878855.007355582
844,336600,16085700,267500,11347300,1223000,36511100,324215.69191483426,15982277.503677791
845,411600,16105300,267500,11347300,1223000,36511100,367907.84595741716,16043788.751838896
846,305400,25031100,267500,11347300,1223000,36511100,336653.9229787086,20537444.375919446
847,620900,22555600,267500,11347300,1223000,36511100,478776.96148935426,21546522.187959723
848,349600,13388500,267500,11347300,1223000,36511100,414188.48074467713,17467511.09397986
849,375300,12978300,267500,11347300,1223000,36511100,394744.24037233857,15222905.54698993
850,458300,12991400,267500,11347300,1223000,36511100,426522.1201861693,14107152.773494966
851,321900,13624200,267500,11347300,1223000,36511100,374211.06009308464,13865676.386747483
852,324000,13460200,267500,11347300,1223000,36511100,349105.5300465423,13662938.193373742
853,340300,14802200,267500,11347300,1223000,36511100,344702.76502327115,14232569.09668687
854,379900,15944800,267500,11347300,1223000,36511100,362301.38251163554,15088684.548343435
855,330100,15932700,267500,11347300,1223000,36511100,346200.6912558178,15510692.274171717
856,345600,15361000,267500,11347300,1223000,36511100,345900.3456279089,15435846.137085859
857,344800,15992600,267500,11347300,1223000,36511100,345350.1728139544,15714223.06854293
858,316800,17356300,267500,11347300,1223000,36511100,331075.0864069772,16535261.534271464
859,542600,27183500,267500,11347300,1223000,36511100,436837.5432034886,21859380.767135732
860,386900,13607500,267500,11347300,1223000,36511100,411868.7716017443,17733440.383567866
861,354300,13510900,267500,11347300,1223000,36511100,383084.3858008721,15622170.191783933
862,359900,13246800,267500,11347300,1223000,36511100,371492.19290043606,14434485.095891967
863,336600,13276700,267500,11347300,1223000,36511100,354046.096450218,13855592.547945984
864,315700,13078200,267500,11347300,1223000,36511100,334873.048225109,13466896.273972992
865,324800,12890000,267500,11347300,1223000,36511100,329836.5241125545,13178448.136986496
866,329700,12834300,267500,11347300,1223000,36511100,329768.26205627725,13006374.068493247
867,321600,12619600,267500,11347300,1223000,36511100,325684.1310281386,12812987.034246624
868,302500,13243100,267500,11347300,1223000,36511100,314092.0655140693,13028043.517123312
869,305900,16008700,267500,11347300,1223000,36511100,309996.03275703464,14518371.758561656
870,359000,15244800,267500,11347300,1223000,36511100,334498.0163785173,14881585.879280828
871,331200,15009300,267500,11347300,1223000,36511100,332849.00818925863,14945442.939640414
872,322100,15874900,267500,11347300,1223000,36511100,327474.5040946293,15410171.469820207
873,344300,15734200,267500,11347300,1223000,36511100,335887.25204731466,15572185.734910104
874,475200,14715100,267500,11347300,1223000,36511100,405543.6260236573,15143642.867455052
875,311500,14610700,267500,11347300,1223000,36511100,358521.8130118287,14877171.433727525
876,392300,13992400,267500,11347300,1223000,36511100,375410.90650591435,14434785.716863763
877,297000,14389600,267500,11347300,1223000,36511100,336205.4532529572,14412192.858431881
878,312100,15658100,267500,11347300,1223000,36511100,324152.7266264786,15035146.429215942
879,352000,13382900,267500,11347300,1223000,36511100,338076.3633132393,14209023.21460797
880,460600,15876600,267500,11347300,1223000,36511100,399338.18165661965,15042811.607303984
881,311200,14959900,267500,11347300,1223000,36511100,355269.0908283098,15001355.803651992
882,301100,15746500,267500,11347300,1223000,36511100,328184.5454141549,15373927.901825996
883,298900,16722000,267500,11347300,1223000,36511100,313542.27270707744,16047963.950912997
884,315400,17294600,267500,11347300,1223000,36511100,314471.1363535387,16671281.975456499
885,362200,14210000,267500,11347300,1223000,36511100,338335.56817676936,15440640.98772825
886,324000,15020100,267500,11347300,1223000,36511100,331167.7840883847,15230370.493864125
887,317500,14880900,267500,11347300,1223000,36511100,324333.89204419235,15055635.246932063
888,319900,15503200,267500,11347300,1223000,36511100,322116.9460220962,15279417.623466032
889,311900,15358400,267500,11347300,1223000,36511100,317008.4730110481,15318908.811733015
890,315200,16443200,267500,11347300,1223000,36511100,316104.236505524,15881054.405866507
891,330000,15893800,267500,11347300,1223000,36511100,323052.118252762,15887427.202933254
892,314000,15238500,267500,11347300,1223000,36511100,318526.059126381,15562963.601466626
893,307200,14831800,267500,11347300,1223000,36511100,312863.02956319053,15197381.800733313
894,317100,15579800,267500,11347300,1223000,36511100,314981.51478159527,15388590.900366656
895,298600,14777200,267500,11347300,1223000,36511100,306790.7573907976,15082895.450183328
896,312600,15245200,267500,11347300,1223000,36511100,309695.3786953988,15164047.725091664
897,307200,16233500,267500,11347300,1223000,36511100,308447.6893476994,15698773.862545833
898,312800,14308900,267500,11347300,1223000,36511100,310623.8446738497,15003836.931272916
899,330700,14339900,267500,11347300,1223000,36511100,320661.9223369248,14671868.465636458
900,307600,14206900,267500,11347300,1223000,36511100,314130.9611684624,14439384.23281823
901,318800,14503800,267500,11347300,1223000,36511100,316465.4805842312,14471592.116409115
902,315400,14446200,267500,11347300,1223000,36511100,315932.7402921156,14458896.058204558
903,310700,14133500,267500,11347300,1223000,36511100,313316.3701460578,14296198.029102279
904,322300,14156700,267500,11347300,1223000,36511100,317808.1850730289,14226449.01455114
905,302200,14109900,267500,11347300,1223000,36511100,310004.09253651445,14168174.50727557
906,302500,13929500,267500,11347300,1223000,36511100,306252.0462682572,14048837.253637785
907,321900,14114300,267500,11347300,1223000,36511100,314076.0231341286,14081568.626818892
908,307100,14109900,267500,11347300,1223000,36511100,310588.0115670643,14095734.313409446
909,354800,15643000,267500,11347300,1223000,36511100,332694.00578353216,14869367.156704724
910,384300,19987400,267500,11347300,1223000,36511100,358497.0028917661,17428383.578352362
911,426300,16352300,267500,11347300,1223000,36511100,392398.50144588307,16890341.78917618
912,326600,17329800,267500,11347300,1223000,36511100,359499.25072294154,17110070.89458809
913,866700,15298900,267500,11347300,1223000,36511100,613099.6253614707,16204485.447294045
914,315100,16137600,267500,11347300,1223000,36511100,464099.81268073537,16171042.723647023
915,322200,15152400,267500,11347300,1223000,36511100,393149.9063403677,15661721.36182351
916,577900,16233100,267500,11347300,1223000,36511100,485524.9531701838,15947410.680911755
917,321400,15162700,267500,11347300,1223000,36511100,403462.4765850919,15555055.340455879
918,315600,16419900,267500,11347300,1223000,36511100,359531.23829254595,15987477.67022794
919,321600,15365800,267500,11347300,1223000,36511100,340565.619146273,15676638.835113969
920,342200,14615900,267500,11347300,1223000,36511100,341382.8095731365,15146269.417556984
921,333700,12094700,267500,11347300,1223000,36511100,337541.40478656825,13620484.708778493
922,326100,12103300,267500,11347300,1223000,36511100,331820.7023932841,12861892.354389247
923,312400,11905500,267500,11347300,1223000,36511100,322110.35119664203,12383696.177194623
924,309500,12755500,267500,11347300,1223000,36511100,315805.175598321,12569598.088597313
925,313700,11876900,267500,11347300,1223000,36511100,314752.5877991605,12223249.044298656
926,361200,11959800,267500,11347300,1223000,36511100,337976.29389958025,12091524.522149328
927,296300,11934900,267500,11347300,1223000,36511100,317138.1469497901,12013212.261074664
928,306200,12047300,267500,11347300,1223000,36511100,311669.0734748951,12030256.130537331
929,295600,11757200,267500,11347300,1223000,36511100,303634.53673744755,11893728.065268666
930,284800,11785100,267500,11347300,1223000,36511100,294217.2683687238,11839414.032634333
931,302900,14034600,267500,11347300,1223000,36511100,298558.6341843619,12937007.016317166
932,306500,13517300,267500,11347300,1223000,36511100,302529.31709218095,13227153.508158583
933,328200,13433900,267500,11347300,1223000,36511100,315364.6585460905,13330526.754079292
934,358200,13580000,267500,11347300,1223000,36511100,336782.32927304524,13455263.377039645
935,323400,13566200,267500,11347300,1223000,36511100,330091.16463652265,13510731.688519822
936,341100,15359300,267500,11347300,1223000,36511100,335595.5823182613,14435015.84425991
937,367300,15408900,267500,11347300,1223000,36511100,351447.79115913063,14921957.922129955
938,322900,15722200,267500,11347300,1223000,36511100,337173.8955795653,15322078.961064978
939,319600,15497400,267500,11347300,1223000,36511100,328386.94778978266,15409739.48053249
940,330200,14763300,267500,11347300,1223000,36511100,329293.47389489133,15086519.740266245
941,336500,14578500,267500,11347300,1223000,36511100,332896.73694744566,14832509.870133122
942,324700,14611000,267500,11347300,1223000,36511100,328798.36847372283,14721754.935066562
943,303500,14554500,267500,11347300,1223000,36511100,316149.1842368614,14638127.467533281
944,316000,15962200,267500,11347300,1223000,36511100,316074.5921184307,15300163.733766641
945,329900,15013800,267500,11347300,1223000,36511100,322987.2960592153,15156981.86688332
946,310400,14374300,267500,11347300,1223000,36511100,316693.64802960766,14765640.933441661
947,315400,14322300,267500,11347300,1223000,36511100,316046.82401480386,14543970.46672083
948,329900,15300600,267500,11347300,1223000,36511100,322973.41200740193,14922285.233360415
949,331500,16335700,267500,11347300,1223000,36511100,327236.70600370097,15628992.616680209
950,345700,15228000,267500,11347300,1223000,36511100,336468.3530018505,15428496.308340104
951,309900,15544400,267500,11347300,1223000,36511100,323184.1765009252,15486448.154170051
952,313600,15938800,267500,11347300,1223000,36511100,318392.0882504626,15712624.077085026
953,319300,15424100,267500,11347300,1223000,36511100,318846.04412523133,15568362.038542513
954,313800,15216900,267500,11347300,1223000,36511100,316323.02206261567,15392631.019271256
955,309300,15357300,267500,11347300,1223000,36511100,312811.51103130786,15374965.509635627
956,316300,14755100,267500,11347300,1223000,36511100,314555.75551565393,15065032.754817814
957,309400,15944100,267500,11347300,1223000,36511100,311977.87775782694,15504566.377408907
958,331000,15538000,267500,11347300,1223000,36511100,321488.93887891347,15521283.188704453
959,314500,16168300,267500,11347300,1223000,36511100,317994.4694394567,15844791.594352227
960,317100,15894900,267500,11347300,1223000,36511100,317547.23471972835,15869845.797176113
961,336800,15484800,267500,11347300,1223000,36511100,327173.6173598642,15677322.898588058
962,376700,15339200,267500,11347300,1223000,36511100,351936.8086799321,15508261.449294029
963,336000,14985900,267500,11347300,1223000,36511100,343968.404339966,15247080.724647015
964,352800,16291000,267500,11347300,1223000,36511100,348384.202169983,15769040.362323508
965,321600,15734700,267500,11347300,1223000,36511100,334992.1010849915,15751870.181161754
966,319100,15149000,267500,11347300,1223000,36511100,327046.05054249574,15450435.090580877
967,303400,14521200,267500,11347300,1223000,36511100,315223.02527124784,14985817.545290438
968,307000,14343000,267500,11347300,1223000,36511100,311111.5126356239,14664408.77264522
969,309400,13575300,267500,11347300,1223000,36511100,310255.75631781196,14119854.38632261
970,318100,15057100,267500,11347300,1223000,36511100,314177.878158906,14588477.193161305
971,374500,14806900,267500,11347300,1223000,36511100,344338.939079453,14697688.596580653
972,323500,16031000,267500,11347300,1223000,36511100,333919.4695397265,15364344.298290327
973,316100,14375700,267500,11347300,1223000,36511100,325009.73476986325,14870022.149145164
974,301100,14239600,267500,11347300,1223000,36511100,313054.86738493165,14554811.074572582
975,332100,15288900,267500,11347300,1223000,36511100,322577.4336924658,14921855.53728629
976,322100,14443600,267500,11347300,1223000,36511100,322338.7168462329,14682727.768643145
977,326100,14429300,267500,11347300,1223000,36511100,324219.35842311644,14556013.884321572
978,297300,14621800,267500,11347300,1223000,36511100,310759.6792115582,14588906.942160785
979,314600,14599300,267500,11347300,1223000,36511100,312679.8396057791,14594103.471080393
980,325700,13809500,267500,11347300,1223000,36511100,319189.9198028896,14201801.735540196
981,308500,14966800,267500,11347300,1223000,36511100,313844.9599014448,14584300.867770098
982,311800,14996600,267500,11347300,1223000,36511100,312822.4799507224,14790450.43388505
983,295400,14635900,267500,11347300,1223000,36511100,304111.2399753612,14713175.216942525
984,317100,14060700,267500,11347300,1223000,36511100,310605.6199876806,14386937.608471263
985,347900,16856300,267500,11347300,1223000,36511100,329252.8099938403,15621618.804235632
986,333400,15333400,267500,11347300,1223000,36511100,331326.40499692014,15477509.402117815
987,469300,15072500,267500,11347300,1223000,36511100,400313.2024984601,15275004.701058907
988,308300,14617500,267500,11347300,1223000,36511100,354306.60124923004,14946252.350529455
989,325800,14534900,267500,11347300,1223000,36511100,340053.30062461505,14740576.175264727
990,320700,15956600,267500,11347300,1223000,36511100,330376.6503123075,15348588.087632364
991,324800,15773800,267500,11347300,1223000,36511100,327588.32515615376,15561194.043816183
992,329200,14190700,267500,11347300,1223000,36511100,328394.1625780769,14875947.021908091
993,328200,14372300,267500,11347300,1223000,36511100,328297.0812890384,14624123.510954045
994,308000,16362100,267500,11347300,1223000,36511100,318148.5406445192,15493111.755477022
995,303400,14286600,267500,11347300,1223000,36511100,310774.27032225963,14889855.877738511
996,339300,15364600,267500,11347300,1223000,36511100,325037.1351611298,15127227.938869257
997,342600,13595600,267500,11347300,1223000,36511100,333818.5675805649,14361413.969434628
998,317900,13865500,267500,11347300,1223000,36511100,325859.28379028244,14113456.984717313
999,456900,15078000,267500,11347300,1223000,36511100,391379.6418951412,14595728.492358657
1000,302700,13895200,267500,11347300,1223000,36511100,347039.8209475706,14245464.246179327
